"Town","FIPS","Indicator","Measure Type","Variable","2005","2006","2007","2008","2009","2010","2011","2012"
"Plainville","0900360120","Total Eligible","Number","Birth to Three Indicators",19,19,14,24,23,16,27,22
"Plainville","0900360120","Total Eligible","Percent","Birth to Three Indicators",12.1,10.67,9.09,13.11,13.22,10.6,14.21,13.41
"Plainville","0900360120","Total Served","Number","Birth to Three Indicators",19,19,14,23,23,14,27,19
"Plainville","0900360120","Total Served","Percent","Birth to Three Indicators",12.1,10.67,9.09,12.57,13.22,9.27,14.21,11.59
"Plymouth","0900560750","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,86.67,100,100,86.67,94.74,90,92.31
"Plymouth","0900560750","Evaluated that are Eligible","Percent","Birth to Three Indicators",50,65.22,48.15,90.91,75,63.33,62.5,59.09
"Plymouth","0900560750","Evaluations","Number","Birth to Three Indicators",14,23,27,22,20,30,16,22
"Plymouth","0900560750","Evaluations","Percent","Birth to Three Indicators",11.67,16.91,21.26,16.92,21.51,24,15.09,22
"Plymouth","0900560750","IFSP Receiving Services","Percent","Birth to Three Indicators",100,84.62,84.62,100,100,100,88.89,100
"Plymouth","0900560750","Individualized Family Service Plans","Number","Birth to Three Indicators",7,13,13,20,13,18,9,12
"Plymouth","0900560750","Individualized Family Service Plans","Percent","Birth to Three Indicators",5.83,9.56,10.24,15.38,13.98,14.4,8.49,12
"Plymouth","0900560750","Referrals","Number","Birth to Three Indicators",15,26,29,26,21,31,20,24
"Plymouth","0900560750","Referrals","Percent","Birth to Three Indicators",12.5,19.12,22.83,20,22.58,24.8,18.87,24
"Plymouth","0900560750","Referred that are Evaluated","Percent","Birth to Three Indicators",93.33,88.46,93.1,84.62,95.24,96.77,80,91.67
"Plymouth","0900560750","Total Eligible","Number","Birth to Three Indicators",7,15,13,20,15,19,10,13
"Plymouth","0900560750","Total Eligible","Percent","Birth to Three Indicators",5.83,11.03,10.24,15.38,16.13,15.2,9.43,13
"Plymouth","0900560750","Total Served","Number","Birth to Three Indicators",7,11,11,20,13,18,8,12
"Plymouth","0900560750","Total Served","Percent","Birth to Three Indicators",5.83,8.09,8.66,15.38,13.98,14.4,7.55,12
"Portland","0900761800","Evaluations","Number","Birth to Three Indicators",16,15,17,14,9,12,19,17
"Portland","0900761800","Evaluations","Percent","Birth to Three Indicators",15.38,18.07,15.04,19.18,10.98,13.79,27.54,17
"Portland","0900761800","Referrals","Number","Birth to Three Indicators",17,15,17,14,11,13,20,17
"Portland","0900761800","Referrals","Percent","Birth to Three Indicators",16.35,18.07,15.04,19.18,13.41,14.94,28.99,17
"Portland","0900761800","Referred that are Evaluated","Percent","Birth to Three Indicators",94.12,100,100,100,81.82,92.31,95,100
"Prospect","0900962290","Evaluations","Number","Birth to Three Indicators",18,18,23,17,17,11,18,17
"Prospect","0900962290","Evaluations","Percent","Birth to Three Indicators",17.65,22.22,25.84,22.37,22.37,17.19,28.12,22.08
"Prospect","0900962290","Referrals","Number","Birth to Three Indicators",19,19,23,17,18,11,18,17
"Prospect","0900962290","Referrals","Percent","Birth to Three Indicators",18.63,23.46,25.84,22.37,23.68,17.19,28.12,22.08
"Prospect","0900962290","Referred that are Evaluated","Percent","Birth to Three Indicators",94.74,94.74,100,100,94.44,100,100,100
"Putnam","0901562710","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,93.33,89.47,93.75,100,90,92.86,96.77
"Putnam","0901562710","Evaluated that are Eligible","Percent","Birth to Three Indicators",66.67,83.33,76,72.73,68.42,55.56,77.78,93.94
"Putnam","0901562710","Evaluations","Number","Birth to Three Indicators",18,18,25,22,19,18,18,33
"Putnam","0901562710","Evaluations","Percent","Birth to Three Indicators",19.57,16.51,21.19,16.92,17.27,17.48,18.18,25.78
"Putnam","0901562710","IFSP Receiving Services","Percent","Birth to Three Indicators",83.33,85.71,94.12,100,100,88.89,92.31,100
"Putnam","0901562710","Individualized Family Service Plans","Number","Birth to Three Indicators",12,14,17,15,13,9,13,30
"Putnam","0901562710","Individualized Family Service Plans","Percent","Birth to Three Indicators",13.04,12.84,14.41,11.54,11.82,8.74,13.13,23.44
"Putnam","0901562710","Referrals","Number","Birth to Three Indicators",20,19,27,23,22,20,20,35
"Putnam","0901562710","Referrals","Percent","Birth to Three Indicators",21.74,17.43,22.88,17.69,20,19.42,20.2,27.34
"Putnam","0901562710","Referred that are Evaluated","Percent","Birth to Three Indicators",90,94.74,92.59,95.65,86.36,90,90,94.29
"Putnam","0901562710","Total Eligible","Number","Birth to Three Indicators",12,15,19,16,13,10,14,31
"Putnam","0901562710","Total Eligible","Percent","Birth to Three Indicators",13.04,13.76,16.1,12.31,11.82,9.71,14.14,24.22
"Putnam","0901562710","Total Served","Number","Birth to Three Indicators",10,12,16,15,13,8,12,30
"Putnam","0901562710","Total Served","Percent","Birth to Three Indicators",10.87,11.01,13.56,11.54,11.82,7.77,12.12,23.44
"Redding","0900163480","Evaluations","Number","Birth to Three Indicators",9,11,11,16,7,8,17,9
"Redding","0900163480","Evaluations","Percent","Birth to Three Indicators",11.54,17.19,17.19,25.81,14.89,15.09,29.31,20.45
"Redding","0900163480","Referrals","Number","Birth to Three Indicators",10,11,12,16,9,10,18,10
"Redding","0900163480","Referrals","Percent","Birth to Three Indicators",12.82,17.19,18.75,25.81,19.15,18.87,31.03,22.73
"Redding","0900163480","Referred that are Evaluated","Percent","Birth to Three Indicators",90,100,91.67,100,77.78,80,94.44,90
"Ridgefield","0900163970","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",90.91,100,95.83,92,89.29,100,100,90
"Ridgefield","0900163970","Evaluated that are Eligible","Percent","Birth to Three Indicators",51.16,57.63,48.98,49.02,63.64,57.58,43.9,45.45
"Ridgefield","0900163970","Evaluations","Number","Birth to Three Indicators",43,59,49,51,44,33,41,44
"Ridgefield","0900163970","Evaluations","Percent","Birth to Three Indicators",17.27,25.54,21.4,27.72,23.04,19.53,23.84,28.76
"Ridgefield","0900163970","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,100,100,96,89.47,94.44,100
"Ridgefield","0900163970","Individualized Family Service Plans","Number","Birth to Three Indicators",20,34,23,23,25,19,18,18
"Ridgefield","0900163970","Individualized Family Service Plans","Percent","Birth to Three Indicators",8.03,14.72,10.04,12.5,13.09,11.24,10.47,11.76
"Ridgefield","0900163970","Referrals","Number","Birth to Three Indicators",46,66,54,54,48,34,43,45
"Ridgefield","0900163970","Referrals","Percent","Birth to Three Indicators",18.47,28.57,23.58,29.35,25.13,20.12,25,29.41
"Ridgefield","0900163970","Referred that are Evaluated","Percent","Birth to Three Indicators",93.48,89.39,90.74,94.44,91.67,97.06,95.35,97.78
"Ridgefield","0900163970","Total Eligible","Number","Birth to Three Indicators",22,34,24,25,28,19,18,20
"Ridgefield","0900163970","Total Eligible","Percent","Birth to Three Indicators",8.84,14.72,10.48,13.59,14.66,11.24,10.47,13.07
"Ridgefield","0900163970","Total Served","Number","Birth to Three Indicators",20,34,23,23,24,17,17,18
"Ridgefield","0900163970","Total Served","Percent","Birth to Three Indicators",8.03,14.72,10.04,12.5,12.57,10.06,9.88,11.76
"Rocky Hill","0900365370","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",47.06,35,62.5,42.86,47.37,59.26,50,47.37
"Rocky Hill","0900365370","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",94.12,85,100,85.71,100,96.3,95,89.47
"Rocky Hill","0900365370","Evaluated that are Eligible","Percent","Birth to Three Indicators",62.96,76.92,72.73,63.64,63.33,81.82,83.33,73.08
"Rocky Hill","0900365370","Evaluations","Number","Birth to Three Indicators",27,26,22,22,30,33,24,26
"Rocky Hill","0900365370","Evaluations","Percent","Birth to Three Indicators",13.85,13.33,13.33,11.52,17.75,17.65,12.57,14.21
"Rocky Hill","0900365370","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",8,7,10,6,9,16,10,9
"Rocky Hill","0900365370","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.1,3.59,6.06,3.14,5.33,8.56,5.24,4.92
"Rocky Hill","0900365370","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,100,100,94.74,100,100,100
"Rocky Hill","0900365370","Individualized Family Service Plans","Number","Birth to Three Indicators",16,17,16,12,19,26,19,17
"Rocky Hill","0900365370","Individualized Family Service Plans","Percent","Birth to Three Indicators",8.21,8.72,9.7,6.28,11.24,13.9,9.95,9.29
"Rocky Hill","0900365370","Referrals","Number","Birth to Three Indicators",29,29,22,22,33,35,27,28
"Rocky Hill","0900365370","Referrals","Percent","Birth to Three Indicators",14.87,14.87,13.33,11.52,19.53,18.72,14.14,15.3
"Rocky Hill","0900365370","Referred that are Evaluated","Percent","Birth to Three Indicators",93.1,89.66,100,100,90.91,94.29,88.89,92.86
"Rocky Hill","0900365370","Total Eligible","Number","Birth to Three Indicators",17,20,16,14,19,27,20,19
"Rocky Hill","0900365370","Total Eligible","Percent","Birth to Three Indicators",8.72,10.26,9.7,7.33,11.24,14.44,10.47,10.38
"Rocky Hill","0900365370","Total Served","Number","Birth to Three Indicators",16,17,16,12,18,26,19,17
"Rocky Hill","0900365370","Total Served","Percent","Birth to Three Indicators",8.21,8.72,9.7,6.28,10.65,13.9,9.95,9.29
"Seymour","0900967610","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",85.71,93.33,100,87.5,93.75,94.12,100,78.57
"Seymour","0900967610","Evaluated that are Eligible","Percent","Birth to Three Indicators",45.16,68.18,72.73,33.33,66.67,73.91,68.97,50
"Seymour","0900967610","Evaluations","Number","Birth to Three Indicators",31,22,22,24,24,23,29,28
"Seymour","0900967610","Evaluations","Percent","Birth to Three Indicators",18.67,13.25,12.5,13.79,14.04,17.29,19.46,19.18
"Seymour","0900967610","IFSP Receiving Services","Percent","Birth to Three Indicators",100,92.86,100,85.71,93.33,100,100,100
"Seymour","0900967610","Individualized Family Service Plans","Number","Birth to Three Indicators",12,14,16,7,15,16,20,11
"Seymour","0900967610","Individualized Family Service Plans","Percent","Birth to Three Indicators",7.23,8.43,9.09,4.02,8.77,12.03,13.42,7.53
"Seymour","0900967610","Referrals","Number","Birth to Three Indicators",32,24,23,24,26,26,29,28
"Seymour","0900967610","Referrals","Percent","Birth to Three Indicators",19.28,14.46,13.07,13.79,15.2,19.55,19.46,19.18
"Seymour","0900967610","Referred that are Evaluated","Percent","Birth to Three Indicators",96.88,91.67,95.65,100,92.31,88.46,100,100
"Seymour","0900967610","Total Eligible","Number","Birth to Three Indicators",14,15,16,8,16,17,20,14
"Seymour","0900967610","Total Eligible","Percent","Birth to Three Indicators",8.43,9.04,9.09,4.6,9.36,12.78,13.42,9.59
"Seymour","0900967610","Total Served","Number","Birth to Three Indicators",12,13,16,6,14,16,20,11
"Seymour","0900967610","Total Served","Percent","Birth to Three Indicators",7.23,7.83,9.09,3.45,8.19,12.03,13.42,7.53
"Shelton","0900168170","Eligible that Exit to ECSE","Percent","Birth to Three Indicators",51.28,45.83,44.74,26.32,41.86,35.71,51.22,53.57
"Shelton","0900168170","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,97.92,100,92.11,93.02,100,92.68,96.43
"Shelton","0900168170","Evaluated that are Eligible","Percent","Birth to Three Indicators",56.52,67.61,66.67,64.41,65.15,60.87,64.06,60.87
"Shelton","0900168170","Evaluations","Number","Birth to Three Indicators",69,71,57,59,66,46,64,46
"Shelton","0900168170","Evaluations","Percent","Birth to Three Indicators",19.77,17.79,17.43,16.48,18.44,14.29,19.05,15.13
"Shelton","0900168170","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",20,22,17,10,18,10,21,15
"Shelton","0900168170","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",5.73,5.51,5.2,2.79,5.03,3.11,6.25,4.93
"Shelton","0900168170","IFSP Receiving Services","Percent","Birth to Three Indicators",100,95.74,97.37,100,90,96.43,100,100
"Shelton","0900168170","Individualized Family Service Plans","Number","Birth to Three Indicators",39,47,38,35,40,28,38,27
"Shelton","0900168170","Individualized Family Service Plans","Percent","Birth to Three Indicators",11.17,11.78,11.62,9.78,11.17,8.7,11.31,8.88
"Shelton","0900168170","Referrals","Number","Birth to Three Indicators",74,73,60,60,70,50,66,49
"Shelton","0900168170","Referrals","Percent","Birth to Three Indicators",21.2,18.3,18.35,16.76,19.55,15.53,19.64,16.12
"Shelton","0900168170","Referred that are Evaluated","Percent","Birth to Three Indicators",93.24,97.26,95,98.33,94.29,92,96.97,93.88
"Shelton","0900168170","Total Eligible","Number","Birth to Three Indicators",39,48,38,38,43,28,41,28
"Shelton","0900168170","Total Eligible","Percent","Birth to Three Indicators",11.17,12.03,11.62,10.61,12.01,8.7,12.2,9.21
"Shelton","0900168170","Total Served","Number","Birth to Three Indicators",39,45,37,35,36,27,38,27
"Shelton","0900168170","Total Served","Percent","Birth to Three Indicators",11.17,11.28,11.31,9.78,10.06,8.39,11.31,8.88
"Simsbury","0900368940","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,100,100,100,96.15,90.48,86.67
"Simsbury","0900368940","Evaluated that are Eligible","Percent","Birth to Three Indicators",63.04,61.36,70.27,47.06,50.94,61.9,51.22,75
"Simsbury","0900368940","Evaluations","Number","Birth to Three Indicators",46,44,37,34,53,42,41,40
"Simsbury","0900368940","Evaluations","Percent","Birth to Three Indicators",23.47,23.04,19.27,20.48,25.6,25.15,23.3,24.39
"Simsbury","0900368940","IFSP Receiving Services","Percent","Birth to Three Indicators",86.21,96.3,100,100,100,92,89.47,100
"Simsbury","0900368940","Individualized Family Service Plans","Number","Birth to Three Indicators",29,27,26,16,27,25,19,26
"Simsbury","0900368940","Individualized Family Service Plans","Percent","Birth to Three Indicators",14.8,14.14,13.54,9.64,13.04,14.97,10.8,15.85
"Simsbury","0900368940","Referrals","Number","Birth to Three Indicators",51,46,41,39,55,43,46,42
"Simsbury","0900368940","Referrals","Percent","Birth to Three Indicators",26.02,24.08,21.35,23.49,26.57,25.75,26.14,25.61
"Simsbury","0900368940","Referred that are Evaluated","Percent","Birth to Three Indicators",90.2,95.65,90.24,87.18,96.36,97.67,89.13,95.24
"Simsbury","0900368940","Total Eligible","Number","Birth to Three Indicators",29,27,26,16,27,26,21,30
"Simsbury","0900368940","Total Eligible","Percent","Birth to Three Indicators",14.8,14.14,13.54,9.64,13.04,15.57,11.93,18.29
"Simsbury","0900368940","Total Served","Number","Birth to Three Indicators",25,26,26,16,27,23,17,26
"Simsbury","0900368940","Total Served","Percent","Birth to Three Indicators",12.76,13.61,13.54,9.64,13.04,13.77,9.66,15.85
"Somers","0901369220","Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,100,100,90,100,100,100,85.71
"Somers","0901369220","Evaluated that are Eligible","Percent","Birth to Three Indicators",44.44,50,50,66.67,64.71,83.33,72.73,50
"Somers","0901369220","Evaluations","Number","Birth to Three Indicators",18,20,12,15,17,12,11,14
"Somers","0901369220","Evaluations","Percent","Birth to Three Indicators",18.37,30.77,15.38,22.06,25.76,19.05,20.75,23.73
"Somers","0901369220","IFSP Receiving Services","Percent","Birth to Three Indicators",100,100,100,100,100,100,87.5,100
"Somers","0901369220","Individualized Family Service Plans","Number","Birth to Three Indicators",8,10,6,9,11,10,8,6
"Somers","0901369220","Individualized Family Service Plans","Percent","Birth to Three Indicators",8.16,15.38,7.69,13.24,16.67,15.87,15.09,10.17
"Somers","0901369220","Referrals","Number","Birth to Three Indicators",19,24,14,15,18,13,11,14
"Somers","0901369220","Referrals","Percent","Birth to Three Indicators",19.39,36.92,17.95,22.06,27.27,20.63,20.75,23.73
"Somers","0901369220","Referred that are Evaluated","Percent","Birth to Three Indicators",94.74,83.33,85.71,100,94.44,92.31,100,100
"Somers","0901369220","Total Eligible","Number","Birth to Three Indicators",8,10,6,10,11,10,8,7
"Somers","0901369220","Total Eligible","Percent","Birth to Three Indicators",8.16,15.38,7.69,14.71,16.67,15.87,15.09,11.86
"Somers","0901369220","Total Served","Number","Birth to Three Indicators",8,10,6,9,11,10,7,6
