"Town","FIPS","Indicator","Measure Type","Variable","Year","Value"
"Coventry","0901317800","Total Served","Percent","Birth to Three Indicators","2010",11.4
"Cromwell","0900718080","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"Cromwell","0900718080","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",61.9
"Cromwell","0900718080","Evaluations","Number","Birth to Three Indicators","2010",21
"Cromwell","0900718080","Evaluations","Percent","Birth to Three Indicators","2010",13.91
"Cromwell","0900718080","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Cromwell","0900718080","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",13
"Cromwell","0900718080","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",8.61
"Cromwell","0900718080","Referrals","Number","Birth to Three Indicators","2010",21
"Cromwell","0900718080","Referrals","Percent","Birth to Three Indicators","2010",13.91
"Cromwell","0900718080","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"Cromwell","0900718080","Total Eligible","Number","Birth to Three Indicators","2010",13
"Cromwell","0900718080","Total Eligible","Percent","Birth to Three Indicators","2010",8.61
"Cromwell","0900718080","Total Served","Number","Birth to Three Indicators","2010",13
"Cromwell","0900718080","Total Served","Percent","Birth to Three Indicators","2010",8.61
"Danbury","0900118500","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",35.97
"Danbury","0900118500","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",96.4
"Danbury","0900118500","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",68.14
"Danbury","0900118500","Evaluations","Number","Birth to Three Indicators","2010",204
"Danbury","0900118500","Evaluations","Percent","Birth to Three Indicators","2010",17.88
"Danbury","0900118500","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",50
"Danbury","0900118500","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",4.38
"Danbury","0900118500","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",98.51
"Danbury","0900118500","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",134
"Danbury","0900118500","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",11.74
"Danbury","0900118500","Referrals","Number","Birth to Three Indicators","2010",214
"Danbury","0900118500","Referrals","Percent","Birth to Three Indicators","2010",18.76
"Danbury","0900118500","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",95.33
"Danbury","0900118500","Total Eligible","Number","Birth to Three Indicators","2010",139
"Danbury","0900118500","Total Eligible","Percent","Birth to Three Indicators","2010",12.18
"Danbury","0900118500","Total Served","Number","Birth to Three Indicators","2010",132
"Danbury","0900118500","Total Served","Percent","Birth to Three Indicators","2010",11.57
"Darien","0900118850","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",52
"Darien","0900118850","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",92
"Darien","0900118850","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",55.56
"Darien","0900118850","Evaluations","Number","Birth to Three Indicators","2010",45
"Darien","0900118850","Evaluations","Percent","Birth to Three Indicators","2010",20.36
"Darien","0900118850","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",13
"Darien","0900118850","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",5.88
"Darien","0900118850","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",95.65
"Darien","0900118850","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",23
"Darien","0900118850","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",10.41
"Darien","0900118850","Referrals","Number","Birth to Three Indicators","2010",45
"Darien","0900118850","Referrals","Percent","Birth to Three Indicators","2010",20.36
"Darien","0900118850","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"Darien","0900118850","Total Eligible","Number","Birth to Three Indicators","2010",25
"Darien","0900118850","Total Eligible","Percent","Birth to Three Indicators","2010",11.31
"Darien","0900118850","Total Served","Number","Birth to Three Indicators","2010",22
"Darien","0900118850","Total Served","Percent","Birth to Three Indicators","2010",9.95
"Derby","0900919550","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",83.33
"Derby","0900919550","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",75
"Derby","0900919550","Evaluations","Number","Birth to Three Indicators","2010",16
"Derby","0900919550","Evaluations","Percent","Birth to Three Indicators","2010",13.68
"Derby","0900919550","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"Derby","0900919550","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",10
"Derby","0900919550","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",8.55
"Derby","0900919550","Referrals","Number","Birth to Three Indicators","2010",16
"Derby","0900919550","Referrals","Percent","Birth to Three Indicators","2010",13.68
"Derby","0900919550","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"Derby","0900919550","Total Eligible","Number","Birth to Three Indicators","2010",12
"Derby","0900919550","Total Eligible","Percent","Birth to Three Indicators","2010",10.26
"Derby","0900919550","Total Served","Number","Birth to Three Indicators","2010",10
"Derby","0900919550","Total Served","Percent","Birth to Three Indicators","2010",8.55
"East Granby","0900322070","Evaluations","Number","Birth to Three Indicators","2010",14
"East Granby","0900322070","Evaluations","Percent","Birth to Three Indicators","2010",25
"East Granby","0900322070","Referrals","Number","Birth to Three Indicators","2010",14
"East Granby","0900322070","Referrals","Percent","Birth to Three Indicators","2010",25
"East Granby","0900322070","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"East Haddam","0900722280","Evaluations","Number","Birth to Three Indicators","2010",7
"East Haddam","0900722280","Evaluations","Percent","Birth to Three Indicators","2010",8.64
"East Haddam","0900722280","Referrals","Number","Birth to Three Indicators","2010",7
"East Haddam","0900722280","Referrals","Percent","Birth to Three Indicators","2010",8.64
"East Haddam","0900722280","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",100
"East Hampton","0900722490","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"East Hampton","0900722490","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",63.16
"East Hampton","0900722490","Evaluations","Number","Birth to Three Indicators","2010",19
"East Hampton","0900722490","Evaluations","Percent","Birth to Three Indicators","2010",13.48
"East Hampton","0900722490","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",91.67
"East Hampton","0900722490","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",12
"East Hampton","0900722490","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",8.51
"East Hampton","0900722490","Referrals","Number","Birth to Three Indicators","2010",20
"East Hampton","0900722490","Referrals","Percent","Birth to Three Indicators","2010",14.18
"East Hampton","0900722490","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",95
"East Hampton","0900722490","Total Eligible","Number","Birth to Three Indicators","2010",12
"East Hampton","0900722490","Total Eligible","Percent","Birth to Three Indicators","2010",8.51
"East Hampton","0900722490","Total Served","Number","Birth to Three Indicators","2010",11
"East Hampton","0900722490","Total Served","Percent","Birth to Three Indicators","2010",7.8
"East Hartford","0900322630","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",36.78
"East Hartford","0900322630","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",94.25
"East Hartford","0900322630","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",75.65
"East Hartford","0900322630","Evaluations","Number","Birth to Three Indicators","2010",115
"East Hartford","0900322630","Evaluations","Percent","Birth to Three Indicators","2010",16.48
"East Hartford","0900322630","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",32
"East Hartford","0900322630","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",4.58
"East Hartford","0900322630","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",98.78
"East Hartford","0900322630","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",82
"East Hartford","0900322630","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",11.75
"East Hartford","0900322630","Referrals","Number","Birth to Three Indicators","2010",123
"East Hartford","0900322630","Referrals","Percent","Birth to Three Indicators","2010",17.62
"East Hartford","0900322630","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",93.5
"East Hartford","0900322630","Total Eligible","Number","Birth to Three Indicators","2010",87
"East Hartford","0900322630","Total Eligible","Percent","Birth to Three Indicators","2010",12.46
"East Hartford","0900322630","Total Served","Number","Birth to Three Indicators","2010",81
"East Hartford","0900322630","Total Served","Percent","Birth to Three Indicators","2010",11.6
"East Haven","0900922910","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",47.06
"East Haven","0900922910","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",100
"East Haven","0900922910","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",64.15
"East Haven","0900922910","Evaluations","Number","Birth to Three Indicators","2010",53
"East Haven","0900922910","Evaluations","Percent","Birth to Three Indicators","2010",18.93
"East Haven","0900922910","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",16
"East Haven","0900922910","Exited to Early Childhood Special Education","Percent","Birth to Three Indicators","2010",5.71
"East Haven","0900922910","IFSP Receiving Services","Percent","Birth to Three Indicators","2010",100
"East Haven","0900922910","Individualized Family Service Plans","Number","Birth to Three Indicators","2010",34
"East Haven","0900922910","Individualized Family Service Plans","Percent","Birth to Three Indicators","2010",12.14
"East Haven","0900922910","Referrals","Number","Birth to Three Indicators","2010",54
"East Haven","0900922910","Referrals","Percent","Birth to Three Indicators","2010",19.29
"East Haven","0900922910","Referred that are Evaluated","Percent","Birth to Three Indicators","2010",98.15
"East Haven","0900922910","Total Eligible","Number","Birth to Three Indicators","2010",34
"East Haven","0900922910","Total Eligible","Percent","Birth to Three Indicators","2010",12.14
"East Haven","0900922910","Total Served","Number","Birth to Three Indicators","2010",34
"East Haven","0900922910","Total Served","Percent","Birth to Three Indicators","2010",12.14
"East Lyme","0901123400","Eligible that Exit to ECSE","Percent","Birth to Three Indicators","2010",64.29
"East Lyme","0901123400","Eligible that Recieve IFSP","Percent","Birth to Three Indicators","2010",92.86
"East Lyme","0901123400","Evaluated that are Eligible","Percent","Birth to Three Indicators","2010",58.33
"East Lyme","0901123400","Evaluations","Number","Birth to Three Indicators","2010",24
"East Lyme","0901123400","Evaluations","Percent","Birth to Three Indicators","2010",19.35
"East Lyme","0901123400","Exited to Early Childhood Special Education","Number","Birth to Three Indicators","2010",9
